Marca,Modelo,Condicao,Memoria,Bateria,Preco,TempoConta,Vendas,Golpe
Samsung,Galaxy S21,Novo,128,Ok (60% ate 79%),1456.59,91,3,Nao
Samsung,Galaxy S21,Novo,64,Boa (80% ate 94%),1436.72,234,9,Nao
Motorola,Motorola Edge 30,Usado - Bom,128,Boa (80% ate 94%),1347.62,81,4,Nao
Apple,iPhone 15,Novo,256,Ok (60% ate 79%),323.07,97,8,Nao
Apple,iPhone 8 Plus,Novo,128,Ruim (40% ate 59%),370.07,265,7,Nao
Samsung,Galaxy S20,Com defeito,64,Ruim (40% ate 59%),1256.22,323,20,Nao
Samsung,Galaxy S21,Usado - Bom,32,Muito Ruim (abaixo de 39%),737.54,33,4,Nao
Motorola,Motorola G7,Usado - Excelente,32,Perfeita (95% ate 100%),1311.95,112,14,Nao
Motorola,Motorola Edge 30,Recondicionado,32,Ruim (40% ate 59%),1079.46,117,5,Nao
Apple,iPhone 13,Recondicionado,32,Muito Ruim (abaixo de 39%),1448.44,17,15,Sim
Motorola,Motorola G7,Usado - Excelente,256,Muito Ruim (abaixo de 39%),417.58,186,18,Nao
Motorola,Motorola Edge 30,Recondicionado,32,Ruim (40% ate 59%),495.04,40,17,Nao
Samsung,Galaxy S20,Recondicionado,32,Perfeita (95% ate 100%),999.72,289,9,Nao
Samsung,Galaxy A71,Usado - Bom,64,Boa (80% ate 94%),1047.41,317,5,Nao
Samsung,Galaxy S20,Recondicionado,256,Ok (60% ate 79%),1484.78,132,3,Nao
Samsung,Galaxy S20,Usado - Excelente,64,Muito Ruim (abaixo de 39%),1215.37,17,12,Nao
Motorola,Motorola Edge 30,Novo,32,Perfeita (95% ate 100%),643.43,320,12,Nao
Samsung,Galaxy A71,Usado - Bom,64,Boa (80% ate 94%),999.72,275,19,Nao
Samsung,Galaxy S22,Usado - Excelente,128,Muito Ruim (abaixo de 39%),894.17,227,2,Nao
Samsung,Galaxy A71,Usado - Bom,256,Ok (60% ate 79%),833.84,346,10,Nao
Samsung,Galaxy A71,Com defeito,32,Ok (60% ate 79%),1409.0,59,20,Nao
Apple,iPhone 11,Novo,32,Boa (80% ate 94%),900.96,154,6,Sim
Apple,iPhone 14,Novo,64,Ruim (40% ate 59%),880.74,141,13,Sim
Samsung,Galaxy S22,Com defeito,256,Ruim (40% ate 59%),870.06,130,13,Nao
Motorola,Motorola G7,Usado - Bom,64,Perfeita (95% ate 100%),1427.55,227,15,Nao
Samsung,Galaxy S21,Recondicionado,32,Boa (80% ate 94%),702.43,238,9,Nao
Apple,iPhone 8 Plus,Com defeito,32,Perfeita (95% ate 100%),1137.07,272,12,Sim
Samsung,Galaxy S21,Com defeito,64,Muito Ruim (abaixo de 39%),720.78,204,19,Nao
Samsung,Galaxy S21,Novo,32,Ruim (40% ate 59%),587.99,122,7,Nao
Samsung,Galaxy S21,Usado - Excelente,128,Ruim (40% ate 59%),894.17,359,15,Nao
Motorola,Motorola Edge 30,Com defeito,256,Boa (80% ate 94%),1357.18,359,4,Nao
Motorola,Motorola Edge 30,Com defeito,64,Boa (80% ate 94%),945.64,283,20,Nao
Samsung,Galaxy A71,Usado - Excelente,64,Perfeita (95% ate 100%),1219.51,118,9,Nao
Samsung,Galaxy A71,Usado - Excelente,256,Muito Ruim (abaixo de 39%),620.5,3,3,Sim
Motorola,Motorola Edge 30,Usado - Bom,128,Perfeita (95% ate 100%),945.64,263,15,Nao
Motorola,Motorola G7,Usado - Bom,128,Boa (80% ate 94%),587.88,175,12,Nao
Apple,iPhone 13,Usado - Excelente,256,Muito Ruim (abaixo de 39%),552.28,252,2,Nao
Samsung,Galaxy S21,Usado - Excelente,128,Ruim (40% ate 59%),864.77,24,8,Nao
Motorola,Motorola Edge 30,Usado - Excelente,64,Ok (60% ate 79%),1307.67,42,15,Nao
Samsung,Galaxy A71,Novo,128,Muito Ruim (abaixo de 39%),1270.67,46,7,Nao
Motorola,Motorola G7,Recondicionado,64,Perfeita (95% ate 100%),781.23,21,19,Nao
Motorola,Motorola G7,Com defeito,128,Ok (60% ate 79%),801.99,159,15,Nao
Apple,iPhone 15,Novo,256,Ruim (40% ate 59%),555.19,50,20,Nao
Apple,iPhone 8 Plus,Usado - Excelente,32,Ok (60% ate 79%),377.66,130,16,Sim
Motorola,Motorola Edge 30,Usado - Excelente,256,Muito Ruim (abaixo de 39%),946.61,227,2,Nao
Apple,iPhone 10,Novo,32,Ruim (40% ate 59%),918.6,148,12,Sim
Samsung,Galaxy S21,Com defeito,32,Ruim (40% ate 59%),1140.86,354,3,Nao
Apple,iPhone 13,Usado - Excelente,128,Muito Ruim (abaixo de 39%),1206.22,42,16,Nao
Samsung,Galaxy S21,Recondicionado,128,Perfeita (95% ate 100%),1170.14,19,17,Nao
Samsung,Galaxy S21,Usado - Excelente,128,Ok (60% ate 79%),1196.2,117,7,Nao
Motorola,Motorola Edge 30,Recondicionado,256,Ok (60% ate 79%),1360.18,64,12,Nao
Apple,iPhone 11,Com defeito,256,Muito Ruim (abaixo de 39%),764.59,87,16,Nao
Apple,iPhone 8 Plus,Usado - Excelente,32,Ruim (40% ate 59%),554.39,360,19,Sim
Motorola,Motorola G7,Usado - Excelente,64,Ok (60% ate 79%),1215.51,294,7,Nao
Apple,iPhone 10,Novo,256,Ok (60% ate 79%),761.05,238,10,Nao
Motorola,Motorola G7,Usado - Bom,128,Perfeita (95% ate 100%),315.92,243,4,Nao
Samsung,Galaxy S22,Usado - Bom,128,Ok (60% ate 79%),620.5,68,4,Nao
Motorola,Motorola Edge 30,Recondicionado,32,Boa (80% ate 94%),1104.87,199,20,Nao
Motorola,Motorola G7,Usado - Excelente,32,Ruim (40% ate 59%),1307.67,130,15,Nao
Samsung,Galaxy S22,Novo,32,Boa (80% ate 94%),1047.41,211,7,Nao
Apple,iPhone 10,Usado - Excelente,32,Boa (80% ate 94%),712.07,243,6,Sim
Samsung,Galaxy A51,Com defeito,128,Ruim (40% ate 59%),1378.63,184,18,Nao
Apple,iPhone 10,Usado - Excelente,64,Ok (60% ate 79%),932.54,141,13,Sim
Apple,iPhone XR,Usado - Bom,128,Ruim (40% ate 59%),674.48,131,3,Nao
Motorola,Motorola G7,Usado - Excelente,128,Ok (60% ate 79%),315.57,62,14,Nao
Apple,iPhone 11,Usado - Excelente,32,Perfeita (95% ate 100%),1215.83,204,3,Sim
Samsung,Galaxy S22,Recondicionado,128,Ruim (40% ate 59%),915.23,201,3,Nao
Motorola,Motorola Edge 30,Recondicionado,256,Muito Ruim (abaixo de 39%),546.5,21,18,Nao
Apple,iPhone 15,Com defeito,128,Perfeita (95% ate 100%),496.13,148,17,Nao
Apple,iPhone 10,Novo,128,Muito Ruim (abaixo de 39%),370.07,129,9,Nao
Apple,iPhone 12,Usado - Excelente,64,Ok (60% ate 79%),892.08,130,18,Sim
Motorola,Motorola G7,Usado - Excelente,64,Perfeita (95% ate 100%),455.68,238,7,Nao
Apple,iPhone 10,Com defeito,64,Ok (60% ate 79%),552.28,315,12,Sim
Motorola,Motorola Edge 30,Novo,64,Ruim (40% ate 59%),1360.18,112,1,Nao
Samsung,Galaxy S20,Recondicionado,64,Boa (80% ate 94%),325.55,175,9,Nao
Apple,iPhone 15,Novo,32,Ok (60% ate 79%),662.33,92,1,Sim
Motorola,Motorola Edge 30,Com defeito,64,Muito Ruim (abaixo de 39%),1239.14,247,3,Nao
Motorola,Motorola Edge 30,Recondicionado,32,Muito Ruim (abaixo de 39%),946.61,101,8,Nao
Motorola,Motorola Edge 30,Com defeito,128,Ok (60% ate 79%),303.67,167,12,Nao
Samsung,Galaxy S21,Com defeito,128,Ruim (40% ate 59%),1196.2,141,17,Nao
Samsung,Galaxy S22,Com defeito,128,Ruim (40% ate 59%),808.22,130,19,Nao
Motorola,Motorola G7,Usado - Excelente,128,Ruim (40% ate 59%),583.6,272,16,Nao
Motorola,Motorola Edge 30,Novo,128,Muito Ruim (abaixo de 39%),1222.41,364,3,Nao
Apple,iPhone 12,Recondicionado,32,Muito Ruim (abaixo de 39%),603.94,108,18,Sim
Apple,iPhone 11,Recondicionado,32,Muito Ruim (abaixo de 39%),554.39,186,14,Sim
Samsung,Galaxy A71,Usado - Excelente,128,Ok (60% ate 79%),1406.23,284,15,Nao
Samsung,Galaxy S21,Recondicionado,32,Muito Ruim (abaixo de 39%),1409.0,199,13,Nao
Samsung,Galaxy S20,Com defeito,32,Muito Ruim (abaixo de 39%),719.05,17,6,Nao
Samsung,Galaxy S22,Usado - Bom,256,Perfeita (95% ate 100%),1088.15,319,12,Nao
Samsung,Galaxy A71,Usado - Excelente,256,Perfeita (95% ate 100%),909.04,132,16,Nao
Apple,iPhone 15,Usado - Bom,32,Boa (80% ate 94%),417.01,117,9,Sim
Motorola,Motorola Edge 30,Com defeito,128,Perfeita (95% ate 100%),962.39,281,20,Nao
Samsung,Galaxy A51,Recondicionado,128,Perfeita (95% ate 100%),1202.54,87,3,Nao
Apple,iPhone 12,Com defeito,64,Perfeita (95% ate 100%),972.88,68,3,Sim
Apple,iPhone 10,Usado - Bom,64,Ruim (40% ate 59%),341.87,19,15,Sim
Motorola,Motorola G7,Recondicionado,256,Perfeita (95% ate 100%),818.53,132,9,Nao
Samsung,Galaxy A71,Usado - Bom,128,Perfeita (95% ate 100%),767.28,256,1,Nao
Motorola,Motorola G7,Recondicionado,128,Perfeita (95% ate 100%),617.16,319,19,Nao
Samsung,Galaxy S22,Usado - Bom,32,Ok (60% ate 79%),870.06,13,6,Nao
Motorola,Motorola Edge 30,Usado - Excelente,32,Muito Ruim (abaixo de 39%),1496.44,112,2,Nao
Apple,iPhone XR,Novo,64,Muito Ruim (abaixo de 39%),1127.42,86,18,Sim
Samsung,Galaxy S22,Usado - Excelente,64,Perfeita (95% ate 100%),1358.37,364,18,Nao
Samsung,Galaxy S22,Novo,64,Perfeita (95% ate 100%),1170.14,132,17,Nao
Motorola,Motorola G7,Novo,128,Muito Ruim (abaixo de 39%),1374.09,5,19,Sim
Samsung,Galaxy A71,Usado - Excelente,256,Ok (60% ate 79%),1219.51,62,1,Nao
Apple,iPhone 15,Recondicionado,32,Ruim (40% ate 59%),1247.24,24,14,Sim
Apple,iPhone 10,Usado - Bom,128,Muito Ruim (abaixo de 39%),1488.47,112,3,Nao
Samsung,Galaxy S21,Com defeito,256,Ruim (40% ate 59%),731.84,122,20,Nao
Samsung,Galaxy S22,Usado - Bom,64,Muito Ruim (abaixo de 39%),1411.85,282,8,Nao
Apple,iPhone 12,Recondicionado,128,Boa (80% ate 94%),679.5,263,19,Nao
Samsung,Galaxy A51,Com defeito,128,Ok (60% ate 79%),462.99,275,13,Nao
Samsung,Galaxy A71,Novo,256,Muito Ruim (abaixo de 39%),1093.41,319,17,Nao
Apple,iPhone XR,Com defeito,32,Ruim (40% ate 59%),417.01,298,6,Sim
Samsung,Galaxy S20,Recondicionado,64,Muito Ruim (abaixo de 39%),1072.42,317,8,Nao
Samsung,Galaxy A51,Usado - Excelente,32,Muito Ruim (abaixo de 39%),1136.06,129,12,Nao
Apple,iPhone 12,Com defeito,64,Ruim (40% ate 59%),1412.01,30,2,Sim
Samsung,Galaxy S20,Recondicionado,32,Ok (60% ate 79%),1413.03,319,19,Nao
Motorola,Motorola G7,Usado - Excelente,256,Ruim (40% ate 59%),789.13,174,16,Nao
Motorola,Motorola Edge 30,Usado - Bom,256,Boa (80% ate 94%),1178.86,344,6,Nao
Apple,iPhone 10,Usado - Bom,128,Perfeita (95% ate 100%),1492.21,97,18,Nao
Apple,iPhone 12,Recondicionado,128,Boa (80% ate 94%),891.63,363,2,Nao
Apple,iPhone 15,Novo,128,Muito Ruim (abaixo de 39%),892.08,234,5,Nao
Apple,iPhone 14,Recondicionado,32,Perfeita (95% ate 100%),1321.4,186,9,Sim
Samsung,Galaxy S20,Recondicionado,256,Ruim (40% ate 59%),1103.99,184,20,Nao
Motorola,Motorola Edge 30,Com defeito,256,Ruim (40% ate 59%),945.14,175,18,Nao
Samsung,Galaxy S21,Usado - Bom,32,Boa (80% ate 94%),727.03,294,16,Nao
Apple,iPhone XR,Novo,64,Ok (60% ate 79%),761.05,59,20,Sim
Samsung,Galaxy S21,Com defeito,32,Ruim (40% ate 59%),1451.79,255,8,Nao
Samsung,Galaxy A71,Recondicionado,128,Muito Ruim (abaixo de 39%),1136.06,151,16,Nao
Samsung,Galaxy S22,Usado - Bom,256,Ruim (40% ate 59%),1422.3,147,11,Nao
Samsung,Galaxy A71,Usado - Excelente,128,Boa (80% ate 94%),1456.59,247,14,Nao
Motorola,Motorola Edge 30,Com defeito,32,Perfeita (95% ate 100%),341.52,364,20,Nao
Motorola,Motorola G7,Novo,128,Muito Ruim (abaixo de 39%),1377.88,165,13,Nao
Motorola,Motorola G7,Com defeito,256,Muito Ruim (abaixo de 39%),1350.82,95,1,Nao
Apple,iPhone 15,Novo,64,Ruim (40% ate 59%),490.96,30,9,Sim
Apple,iPhone 14,Usado - Excelente,64,Muito Ruim (abaixo de 39%),761.05,142,19,Sim
Samsung,Galaxy S21,Recondicionado,64,Boa (80% ate 94%),737.54,124,18,Nao
Samsung,Galaxy S22,Recondicionado,256,Ruim (40% ate 59%),955.51,193,8,Nao
Apple,iPhone XR,Usado - Bom,128,Muito Ruim (abaixo de 39%),1210.2,121,4,Nao
Samsung,Galaxy A51,Com defeito,64,Perfeita (95% ate 100%),1420.3,234,16,Nao
Apple,iPhone 14,Usado - Bom,32,Ok (60% ate 79%),1490.5,115,8,Sim
Apple,iPhone 14,Recondicionado,64,Ok (60% ate 79%),1244.07,265,4,Sim
Samsung,Galaxy A51,Usado - Excelente,128,Muito Ruim (abaixo de 39%),595.01,97,16,Nao
Motorola,Motorola G7,Com defeito,32,Ruim (40% ate 59%),807.57,274,13,Nao
Samsung,Galaxy S20,Novo,128,Muito Ruim (abaixo de 39%),1378.63,287,1,Nao
Motorola,Motorola G7,Usado - Excelente,128,Ruim (40% ate 59%),785.97,341,5,Nao
Samsung,Galaxy A71,Com defeito,256,Muito Ruim (abaixo de 39%),311.4,202,20,Nao
Apple,iPhone 12,Recondicionado,32,Ruim (40% ate 59%),1472.76,5,5,Sim
Motorola,Motorola Edge 30,Usado - Excelente,64,Boa (80% ate 94%),657.83,320,17,Nao
Apple,iPhone 14,Usado - Excelente,128,Ok (60% ate 79%),900.96,42,8,Nao
Samsung,Galaxy A71,Com defeito,256,Ruim (40% ate 59%),450.1,170,13,Nao
Samsung,Galaxy S21,Usado - Bom,32,Boa (80% ate 94%),740.73,295,1,Nao
Samsung,Galaxy S21,Recondicionado,256,Ok (60% ate 79%),533.16,193,11,Nao
Samsung,Galaxy S20,Novo,128,Boa (80% ate 94%),460.21,323,1,Nao
Samsung,Galaxy A71,Novo,256,Ok (60% ate 79%),1218.73,360,8,Nao
Motorola,Motorola Edge 30,Recondicionado,32,Boa (80% ate 94%),1077.1,65,5,Nao
Apple,iPhone XR,Novo,64,Ruim (40% ate 59%),1080.44,363,16,Sim
Apple,iPhone 10,Usado - Bom,256,Ruim (40% ate 59%),401.4,333,9,Nao
Motorola,Motorola Edge 30,Com defeito,256,Ok (60% ate 79%),1254.65,227,14,Nao
Motorola,Motorola G7,Com defeito,32,Muito Ruim (abaixo de 39%),1214.47,115,8,Nao
Apple,iPhone 13,Recondicionado,64,Perfeita (95% ate 100%),391.04,234,14,Sim
Apple,iPhone 13,Novo,128,Boa (80% ate 94%),1244.07,124,11,Nao
Samsung,Galaxy S21,Recondicionado,256,Muito Ruim (abaixo de 39%),1323.9,42,12,Nao
Samsung,Galaxy A51,Usado - Excelente,64,Muito Ruim (abaixo de 39%),955.51,95,14,Nao
Samsung,Galaxy S22,Novo,32,Ruim (40% ate 59%),462.99,290,18,Nao
Apple,iPhone XR,Usado - Bom,256,Ruim (40% ate 59%),1247.24,301,3,Nao
Samsung,Galaxy S20,Novo,128,Ok (60% ate 79%),1297.26,298,6,Nao
Samsung,Galaxy S22,Recondicionado,32,Ok (60% ate 79%),716.58,56,15,Nao
Samsung,Galaxy A51,Com defeito,128,Muito Ruim (abaixo de 39%),354.39,129,19,Nao
Samsung,Galaxy A71,Usado - Excelente,256,Muito Ruim (abaixo de 39%),1042.02,251,10,Nao
Motorola,Motorola Edge 30,Com defeito,128,Muito Ruim (abaixo de 39%),574.88,174,4,Nao
Samsung,Galaxy A71,Recondicionado,64,Perfeita (95% ate 100%),975.29,193,20,Nao
Motorola,Motorola Edge 30,Com defeito,128,Muito Ruim (abaixo de 39%),1231.7,131,15,Nao
Apple,iPhone 14,Usado - Bom,64,Boa (80% ate 94%),1290.97,204,12,Sim
Motorola,Motorola G7,Novo,128,Ok (60% ate 79%),936.56,68,2,Nao
Apple,iPhone 10,Com defeito,32,Muito Ruim (abaixo de 39%),1009.36,364,6,Sim
Samsung,Galaxy A71,Novo,64,Perfeita (95% ate 100%),631.47,153,13,Nao
Apple,iPhone 8 Plus,Recondicionado,32,Boa (80% ate 94%),474.06,346,15,Sim
Motorola,Motorola G7,Novo,128,Muito Ruim (abaixo de 39%),512.37,227,6,Nao
Apple,iPhone 10,Com defeito,64,Ruim (40% ate 59%),694.7,87,7,Sim
Apple,iPhone 11,Usado - Bom,64,Boa (80% ate 94%),918.6,227,12,Sim
Motorola,Motorola Edge 30,Novo,64,Boa (80% ate 94%),1420.04,222,15,Nao
Motorola,Motorola G7,Novo,256,Perfeita (95% ate 100%),552.97,317,1,Nao
Motorola,Motorola G7,Usado - Excelente,256,Ruim (40% ate 59%),831.26,170,3,Nao
Samsung,Galaxy S22,Usado - Bom,256,Muito Ruim (abaixo de 39%),1256.22,243,16,Nao
Motorola,Motorola Edge 30,Usado - Bom,256,Ok (60% ate 79%),1156.63,363,16,Nao
Apple,iPhone 8 Plus,Usado - Excelente,32,Ruim (40% ate 59%),442.91,153,13,Sim
Motorola,Motorola Edge 30,Usado - Excelente,64,Boa (80% ate 94%),1077.1,132,7,Nao
Apple,iPhone XR,Usado - Excelente,32,Ruim (40% ate 59%),900.96,56,7,Sim
Apple,iPhone 10,Usado - Excelente,64,Boa (80% ate 94%),1412.01,236,3,Sim
Samsung,Galaxy S20,Usado - Excelente,256,Muito Ruim (abaixo de 39%),305.3,211,20,Nao
Samsung,Galaxy A71,Novo,128,Muito Ruim (abaixo de 39%),700.75,175,12,Nao
Samsung,Galaxy S20,Usado - Excelente,64,Ruim (40% ate 59%),1162.11,202,14,Nao
Apple,iPhone 13,Novo,64,Muito Ruim (abaixo de 39%),1056.42,32,18,Sim
Motorola,Motorola Edge 30,Usado - Excelente,128,Boa (80% ate 94%),636.04,52,19,Nao
Samsung,Galaxy S22,Com defeito,256,Boa (80% ate 94%),587.99,170,19,Nao
Apple,iPhone 14,Recondicionado,64,Ruim (40% ate 59%),880.74,148,13,Sim
Motorola,Motorola G7,Usado - Bom,32,Boa (80% ate 94%),341.21,132,6,Nao
Apple,iPhone 8 Plus,Recondicionado,256,Boa (80% ate 94%),908.72,317,7,Nao
Motorola,Motorola Edge 30,Usado - Excelente,128,Boa (80% ate 94%),1299.26,174,4,Nao
Apple,iPhone 11,Usado - Bom,64,Muito Ruim (abaixo de 39%),641.45,312,15,Sim
Apple,iPhone 15,Novo,256,Muito Ruim (abaixo de 39%),597.23,137,14,Nao
Motorola,Motorola G7,Usado - Excelente,64,Muito Ruim (abaixo de 39%),617.75,317,8,Nao
Motorola,Motorola G7,Com defeito,128,Ok (60% ate 79%),862.38,301,20,Nao
Apple,iPhone 14,Com defeito,256,Muito Ruim (abaixo de 39%),718.48,59,3,Nao
Motorola,Motorola Edge 30,Recondicionado,32,Ok (60% ate 79%),631.9,346,3,Nao
Apple,iPhone XR,Com defeito,256,Ok (60% ate 79%),487.42,198,18,Nao
Apple,iPhone 11,Usado - Excelente,256,Muito Ruim (abaixo de 39%),907.71,227,9,Nao
Samsung,Galaxy S22,Recondicionado,32,Ruim (40% ate 59%),1162.11,52,19,Nao
Motorola,Motorola Edge 30,Com defeito,256,Boa (80% ate 94%),727.8,274,4,Nao
Apple,iPhone 15,Usado - Excelente,64,Ok (60% ate 79%),764.59,129,19,Sim
Samsung,Galaxy S20,Usado - Bom,32,Ok (60% ate 79%),915.23,17,12,Nao
Apple,iPhone 13,Usado - Excelente,256,Boa (80% ate 94%),341.87,3,6,Sim
Apple,iPhone 10,Usado - Excelente,256,Perfeita (95% ate 100%),1123.7,97,19,Nao
Apple,iPhone XR,Usado - Bom,256,Ruim (40% ate 59%),595.88,114,1,Nao
Apple,iPhone 15,Com defeito,32,Ok (60% ate 79%),1222.42,175,16,Sim
Motorola,Motorola Edge 30,Com defeito,128,Muito Ruim (abaixo de 39%),808.18,211,20,Nao
Motorola,Motorola Edge 30,Recondicionado,32,Muito Ruim (abaixo de 39%),313.76,275,12,Nao
Apple,iPhone 12,Recondicionado,64,Ruim (40% ate 59%),1378.9,129,18,Sim
Motorola,Motorola Edge 30,Com defeito,256,Muito Ruim (abaixo de 39%),347.12,243,12,Nao
Samsung,Galaxy S21,Recondicionado,256,Muito Ruim (abaixo de 39%),1446.62,30,15,Nao
Apple,iPhone 14,Com defeito,64,Muito Ruim (abaixo de 39%),476.07,204,14,Sim
Motorola,Motorola G7,Usado - Excelente,32,Boa (80% ate 94%),1265.9,365,20,Nao
Motorola,Motorola G7,Recondicionado,128,Ruim (40% ate 59%),399.23,184,9,Nao
Motorola,Motorola Edge 30,Usado - Excelente,128,Boa (80% ate 94%),355.74,354,2,Nao
Apple,iPhone 15,Recondicionado,64,Boa (80% ate 94%),662.33,62,7,Sim
Samsung,Galaxy S22,Recondicionado,64,Muito Ruim (abaixo de 39%),1071.22,165,7,Nao
Apple,iPhone 8 Plus,Com defeito,128,Perfeita (95% ate 100%),718.48,131,3,Nao
Apple,iPhone 11,Recondicionado,128,Ruim (40% ate 59%),339.84,349,3,Nao
Motorola,Motorola G7,Usado - Excelente,64,Boa (80% ate 94%),914.94,317,7,Nao
Apple,iPhone 11,Com defeito,128,Boa (80% ate 94%),1476.69,234,20,Nao
Motorola,Motorola G7,Usado - Bom,64,Muito Ruim (abaixo de 39%),789.13,317,12,Nao
Apple,iPhone 11,Usado - Excelente,256,Muito Ruim (abaixo de 39%),395.54,32,12,Nao
Apple,iPhone 8 Plus,Com defeito,64,Perfeita (95% ate 100%),641.45,97,16,Sim
Samsung,Galaxy A71,Com defeito,32,Perfeita (95% ate 100%),354.39,217,19,Nao
Apple,iPhone 8 Plus,Com defeito,256,Muito Ruim (abaixo de 39%),679.5,283,16,Nao
Apple,iPhone 8 Plus,Usado - Bom,32,Muito Ruim (abaixo de 39%),909.2,184,1,Sim
Samsung,Galaxy S22,Com defeito,64,Ok (60% ate 79%),720.78,364,16,Nao
Motorola,Motorola G7,Com defeito,256,Ruim (40% ate 59%),831.26,243,19,Nao
Samsung,Galaxy S22,Com defeito,32,Muito Ruim (abaixo de 39%),631.47,97,13,Nao
Motorola,Motorola Edge 30,Recondicionado,64,Perfeita (95% ate 100%),902.58,52,3,Nao
Samsung,Galaxy A51,Com defeito,64,Perfeita (95% ate 100%),1140.86,264,13,Nao
Apple,iPhone 10,Usado - Bom,32,Muito Ruim (abaixo de 39%),1400.68,193,9,Sim
Samsung,Galaxy S21,Usado - Excelente,64,Ok (60% ate 79%),456.19,167,20,Nao
Apple,iPhone 14,Recondicionado,256,Muito Ruim (abaixo de 39%),1124.18,86,3,Nao
Apple,iPhone 12,Novo,128,Ok (60% ate 79%),1123.7,130,13,Nao
Samsung,Galaxy S21,Com defeito,128,Muito Ruim (abaixo de 39%),739.46,143,1,Nao
Motorola,Motorola G7,Recondicionado,64,Perfeita (95% ate 100%),1477.96,122,13,Nao
Motorola,Motorola G7,Com defeito,32,Ok (60% ate 79%),639.46,284,17,Nao
Samsung,Galaxy A71,Usado - Bom,256,Ruim (40% ate 59%),409.65,321,12,Nao
Apple,iPhone 14,Usado - Excelente,32,Muito Ruim (abaixo de 39%),1024.38,97,9,Sim
Motorola,Motorola G7,Novo,128,Boa (80% ate 94%),711.57,242,6,Nao
Motorola,Motorola Edge 30,Novo,128,Ok (60% ate 79%),1299.26,346,9,Nao
Samsung,Galaxy S21,Recondicionado,128,Boa (80% ate 94%),1034.97,97,18,Nao
Samsung,Galaxy A71,Usado - Excelente,128,Boa (80% ate 94%),1481.89,97,2,Nao
Samsung,Galaxy S22,Recondicionado,32,Muito Ruim (abaixo de 39%),551.99,272,2,Nao
Apple,iPhone 13,Usado - Excelente,128,Perfeita (95% ate 100%),709.83,118,17,Nao
Motorola,Motorola G7,Novo,256,Perfeita (95% ate 100%),757.09,284,17,Nao
Motorola,Motorola Edge 30,Com defeito,64,Muito Ruim (abaixo de 39%),1468.57,323,3,Nao
Motorola,Motorola Edge 30,Com defeito,128,Perfeita (95% ate 100%),630.74,319,9,Nao
Samsung,Galaxy S21,Usado - Bom,256,Ok (60% ate 79%),620.9,5,13,Sim
Apple,iPhone 8 Plus,Usado - Excelente,32,Perfeita (95% ate 100%),1024.43,42,15,Sim
Samsung,Galaxy A51,Com defeito,256,Ok (60% ate 79%),808.22,184,2,Nao
Samsung,Galaxy A71,Com defeito,32,Boa (80% ate 94%),903.72,141,2,Nao
Samsung,Galaxy A51,Novo,64,Ruim (40% ate 59%),411.22,251,15,Nao
Apple,iPhone 13,Novo,128,Ruim (40% ate 59%),607.04,354,19,Nao
Motorola,Motorola Edge 30,Usado - Bom,256,Muito Ruim (abaixo de 39%),303.67,320,3,Nao
Motorola,Motorola Edge 30,Usado - Excelente,256,Muito Ruim (abaixo de 39%),577.54,68,3,Nao
Motorola,Motorola Edge 30,Novo,32,Perfeita (95% ate 100%),574.88,323,17,Nao
Apple,iPhone 11,Novo,256,Perfeita (95% ate 100%),315.83,129,9,Nao
Motorola,Motorola G7,Com defeito,256,Muito Ruim (abaixo de 39%),1496.44,167,16,Nao
Apple,iPhone 13,Recondicionado,64,Muito Ruim (abaixo de 39%),729.48,255,2,Sim
Motorola,Motorola G7,Com defeito,64,Ruim (40% ate 59%),574.76,56,6,Nao
Apple,iPhone 12,Novo,256,Perfeita (95% ate 100%),555.19,169,14,Nao
Apple,iPhone 15,Novo,256,Ruim (40% ate 59%),1425.94,202,20,Nao
Samsung,Galaxy S22,Usado - Bom,128,Muito Ruim (abaixo de 39%),834.36,17,4,Nao
Samsung,Galaxy S20,Recondicionado,32,Ruim (40% ate 59%),1072.42,30,9,Nao
Apple,iPhone 14,Novo,32,Boa (80% ate 94%),1248.88,246,2,Sim
Samsung,Galaxy S21,Novo,128,Ok (60% ate 79%),812.72,264,1,Nao
Apple,iPhone 13,Com defeito,128,Muito Ruim (abaixo de 39%),341.87,355,19,Nao
Apple,iPhone 11,Novo,64,Boa (80% ate 94%),777.66,154,2,Sim
Samsung,Galaxy A71,Usado - Bom,32,Ok (60% ate 79%),719.05,225,20,Nao
Apple,iPhone 13,Usado - Excelente,128,Ruim (40% ate 59%),891.63,321,19,Nao
Apple,iPhone 10,Recondicionado,32,Ok (60% ate 79%),526.03,186,7,Sim
Apple,iPhone 15,Novo,32,Perfeita (95% ate 100%),370.07,346,7,Sim
Apple,iPhone 8 Plus,Com defeito,256,Ok (60% ate 79%),341.87,91,16,Nao
Apple,iPhone 8 Plus,Novo,256,Muito Ruim (abaixo de 39%),1391.92,3,6,Sim
Samsung,Galaxy S21,Novo,32,Perfeita (95% ate 100%),781.75,243,18,Nao
Motorola,Motorola Edge 30,Novo,32,Perfeita (95% ate 100%),1222.41,79,2,Nao
Samsung,Galaxy S21,Recondicionado,256,Muito Ruim (abaixo de 39%),1409.0,327,17,Nao
Samsung,Galaxy S21,Usado - Excelente,32,Perfeita (95% ate 100%),354.39,265,11,Nao
Samsung,Galaxy A71,Usado - Bom,64,Muito Ruim (abaixo de 39%),445.63,264,16,Nao
